_index,_index_f1,start,end,Form 2: This form is regarding water quality and solid waste,Section 1: General information and safety ,safety,team_code,rhs_lhs,location,lat,long,Section 2. The next set of questions will be related to water quality  and stormwater connections. ,,,inlets,inlets_pic,,unauthorised_inlets,unauthorised_inlets_pic,,observations,water_stagnant,water_contamination,water_colour,water_turbidity,water_smell,water_pic,,Section 3. Next set of questions are about solid waste and clean up efforts.,sw_inside,sw_inside_type,sw_inside_source,sw_inside_pic,,sw_outside,sw_outside_type,sw_outside_source,sw_outside_pic,,sw_clean_up,,,,community_engagement,,,,,,community_engagement_pic,,outdated,,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,outdated,_tags,meta/rootUuid,_drain,_drain_secondary,_team_name
_index_old,_index_new,start,end,,,_1_1_Your_safety_is_our_priority,_1_2_Team_code,_1_3_Enter_Right_hand_as_per_the_My_Maps,_1_4_Record_your_curr_lways_select_precise,,,,,,_2_1_Do_you_see_storm_onnecting_to_the_SWD,_2_2_Take_a_picture_o_r_connections_inlets,,_2_3_Can_you_see_any_ts_connecting_to_SWD,_2_4_Please_take_a_pi_d_connections_inlets,,_2_5_Any_other_observ_tion_please_specify,_2_6_Is_the_water_stagnant_or_flowing,_2_7_Signs_of_contami_n_visible_indicators,_2_8_How_would_you_de_ibe_the_water_colour,_2_9_How_would_you_describe_the_turbidity,_2_10_How_would_you_d_ribe_the_odour_smell,water_turbidity_pic,,,_3_1_Is_there_solid_waste_inside_the_SWD,_3_2_Type_of_solid_wa_Based_on_observation,_3_3_Likely_source_of_waste,_3_4_Click_an_image_o_waste_inside_the_SWD,,_3_5_Is_there_solid_w_ste_outside_the_SWD,_3_6_Type_of_waste_ou_Based_on_observation,_3_7_Likely_source_of_aste_outside_the_SWD,_3_8_Click_a_image_of_aste_outside_the_SWD,,_3_9_Are_there_signs_of_clean_up_effort,,,,_3_10_Are_there_any_s_community_engagement,,,,,,_3_11_Please_take_a_p_community_engagement,,Thank_you_for_filling_the_audit_form,_id,_uuid,_submission_time,,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,,_team_name
321,288,2026-04-08T17:11:41.437+05:30,2026-04-08T17:20:24.240+05:30,,,"Yes, I feel safe to conduct the audit",A42,Right hand side (RHS),"13.0019967, 77.5288183",13.0019967,77.5288183,,,,no,,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719227784/attachments/att7Hxjkx2D8fhGS2sDNjWhS/,Yes,1775648758007.jpg,,"Garbage is more compact ,the flow of the water is better ",Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1775648901710.jpg,,,Yes,Mixed,"Household
",1775648960502.jpg,,Yes,Household (mostly),Pastics,1775649008161.jpg,,No,,,,Not applicable,,,,,,,,OK,719227784,41135a4b-cb3c-4d10-b621-21dd69b138c4,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:41135a4b-cb3c-4d10-b621-21dd69b138c4,V200,,MSRIT
322,336,2026-04-08T16:15:42.484+05:30,2026-04-08T16:24:17.556+05:30,,,"Yes, I feel safe to conduct the audit",A46,Left hand side (LHS),"13.0055675, 77.5318101",13.0055675,77.5318101,,,,yes,1775645405715.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719227802/attachments/attJFmNNi2KMTenX5cmQWbkH/,Yes,1775645473570.jpg,,Maintainance work is going on,Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1775645570098.jpg,,,Yes,Household (mostly),Littering ,1775645600920.jpg,,Yes,Household (mostly),Littering ,1775645634628.jpg,,Yes,,,,Not applicable,,,,,,,,OK,719227802,625247e3-b8a5-4ec0-a833-4b31b1d41046,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:625247e3-b8a5-4ec0-a833-4b31b1d41046,,V202,MSRIT
323,338,2026-04-08T17:00:17.905+05:30,2026-04-08T17:06:51.141+05:30,,,"Yes, I feel safe to conduct the audit",A42,Left hand side (LHS),"13.0040005, 77.5294224",13.0040005,77.5294224,,,,no,,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719228196/attachments/att5Zjx4rT6Khn33vQxrJqZg/,Yes,1775648067884.jpg,,"Right to the main road 
Too much odour",Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1775648138062.jpg,,,Yes,Household (mostly),"Plastic 
",1775648175287.jpg,,No,No waste,",",,,Yes,,,,Not applicable,,,,,,,,OK,719228196,2c58b711-3e85-4743-9101-0d99ba5af77c,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:2c58b711-3e85-4743-9101-0d99ba5af77c,V200,,MSRIT
324,339,2026-04-08T16:31:02.498+05:30,2026-04-08T16:39:08.312+05:30,,,"Yes, I feel safe to conduct the audit",A46,Left hand side (LHS),"13.0053077, 77.5298454",13.0053077,77.5298454,,,,yes,1775646231337.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719228275/attachments/attcocK63bZvbHQvMTqURQqb/,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong Smell  Not Necessarily Sewage,1775646341771.jpg,,,Yes,Mixed,Household waste dumping ,1775646455634.jpg,,Yes,Household (mostly),Littering ,1775646475341.jpg,,No,,,,Not applicable,,,,,,,,OK,719228275,06f934b3-bef4-429f-9634-f4b6083ed11d,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:06f934b3-bef4-429f-9634-f4b6083ed11d,V200,,MSRIT
325,341,2026-04-08T17:20:06.042+05:30,2026-04-08T17:24:54.095+05:30,,,"Yes, I feel safe to conduct the audit",A42,Right hand side (RHS),"12.9996923, 77.5278417",12.9996923,77.5278417,,,,yes,1775649101454.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719228497/attachments/attuvk5zacTsNjZwoYSnuJE5/,No,,,,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1775649164315.jpg,,,Yes,Household (mostly),"Plastic, fabric",1775649224587.jpg,,Yes,Household (mostly),Plastic waste,1775649281575.jpg,,No,,,,Not applicable,,,,,,,,OK,719228497,78f826c9-fe09-48a3-a6df-b82398ce77fc,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:78f826c9-fe09-48a3-a6df-b82398ce77fc,V200,,MSRIT
326,340,2026-04-08T16:50:14.431+05:30,2026-04-08T16:54:30.172+05:30,,,"Yes, I feel safe to conduct the audit",A46,Left hand side (LHS),"13.0027764, 77.5292281",13.0027764,77.5292281,,,,yes,1775647296787.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719228701/attachments/attvxJAXdiz9AikuQnQxYEMu/,No,,,,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1775647366859.jpg,,,Yes,Household (mostly),Households waste dumping ,1775647406508.jpg,,Yes,Household (mostly),Household waste dumping,1775647426862.jpg,,No,,,,Not applicable,,,,,,,,OK,719228701,291e3227-ab43-46a7-b0d2-fb7e935563b9,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:291e3227-ab43-46a7-b0d2-fb7e935563b9,V200,,MSRIT
327,289,2026-04-08T14:56:38.877+05:30,2026-04-08T15:16:17.433+05:30,,,"Yes, I feel safe to conduct the audit",A42,Left hand side (LHS),"13.0130838, 77.5359104",13.0130838,77.5359104,,,,Cannot see,,,Cannot see,,,Smell is unbearable,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1775641134665.jpg,,,Yes,Household (mostly),Household sewage waste,1775641324809.jpg,,Yes,Construction Debris,Construction debris ,1775641517540.jpg,,No,,,,Not applicable,,,,,,,,OK,719119746,1172328a-e519-48a3-8fe2-41717645a365,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:1172328a-e519-48a3-8fe2-41717645a365,,V205,MSRIT
328,337,2026-04-08T15:41:22.658+05:30,2026-04-08T15:53:07.802+05:30,,,"Yes, I feel safe to conduct the audit",A42,Right hand side (RHS),"13.0078167, 77.5345067",13.0078167,77.5345067,,,,yes,1775643489524.jpg,,No,,,"Residents are throwing in plastic waste, digbeda etc",Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1775643489524.jpg,,,Yes,Household (mostly),"Plastic waste, Fabrics",1775643536912.jpg,,No,No waste,,,,Not applicable,,,,Plants,,,,,,1775643782973.jpg,,OK,719133972,d3123180-b389-4bde-8ecd-99e77a3b127b,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:d3123180-b389-4bde-8ecd-99e77a3b127b,,V202,MSRIT
329,290,2026-04-08T14:49:10.879+05:30,2026-04-08T14:51:15.085+05:30,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),"13.0111872, 77.5361004",13.0111872,77.5361004,,,,Cannot see,,,Cannot see,,,,Cannot see,Cannot See,Cannot see,Cannot see,Less odour (I am able to stand near the SWD),,,,Cannot See,Cannot See,,,,No,No waste,,,,Not applicable,,,,Not applicable,,,,,,,,OK,719175627,19821a5e-0200-4939-9dcf-73b403245d2f,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:19821a5e-0200-4939-9dcf-73b403245d2f,,V205,MSRIT
330,291,2026-04-08T15:22:49.077+05:30,2026-04-08T15:27:21.462+05:30,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),"13.0073578, 77.5340564",13.0073578,77.5340564,,,,yes,1775642051501.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719175743/attachments/attqg4ppNMuARuvM5u48Fpqs/,Yes,1775642079954.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1775642145050.jpg,,,Yes,Household (mostly),Dumping ,1775642205753.jpg,,Yes,Household (mostly),Dumping ,1775642227853.jpg,,No,,,,Not applicable,,,,,,,,OK,719175743,88a1c98e-e704-4378-bc48-7e69b19e8618,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:88a1c98e-e704-4378-bc48-7e69b19e8618,,V202,MSRIT
331,292,2026-04-08T15:47:44.679+05:30,2026-04-08T15:51:21.773+05:30,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),"13.0054834, 77.5316085",13.0054834,77.5316085,,,,yes,1775643537280.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719175899/attachments/attMCksgybntDTpNovfsaEZR/,Yes,1775643577433.jpg,,,Stagnant,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),,,,Cannot See,Cannot See,Dumping ,,,No,No waste,,,,Not applicable,,,,Not applicable,,,,,,,,OK,719175899,9a7ca9e9-05a6-44e8-bfe2-4891d3cf1e7a,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:9a7ca9e9-05a6-44e8-bfe2-4891d3cf1e7a,,V202,MSRIT
332,293,2026-04-08T15:58:53.871+05:30,2026-04-08T16:01:41.262+05:30,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),"13.0049138, 77.5297066",13.0049138,77.5297066,,,,yes,1775644196461.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719175982/attachments/attPbUNGZscd2gTkUW2Q43oP/,Cannot see,,,,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1775644254916.jpg,,,Yes,Household (mostly),Dumping,1775644275877.jpg,,No,No waste,,,,No,,,,Not applicable,,,,,,,,OK,719175982,298b449c-6abe-46fd-afd2-e51982feba42,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:298b449c-6abe-46fd-afd2-e51982feba42,V200,,MSRIT
333,294,2026-04-08T16:14:44.060+05:30,2026-04-08T16:16:01.404+05:30,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),"13.0021708, 77.5291627",13.0021708,77.5291627,,,,Cannot see,,,Cannot see,,,,Cannot see,Cannot See,Cannot see,Cannot see,Strong smell of sewage (unable to stand near the SWD),,,,Cannot See,Cannot See,,,,Yes,Construction Debris,Dumping ,1775645152925.jpg,,Not applicable,,,,Not applicable,,,,,,,,OK,719176076,7bccd182-d04b-488b-b482-28b721847dc7,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:7bccd182-d04b-488b-b482-28b721847dc7,V200,,MSRIT
334,295,2026-04-08T16:29:17.909+05:30,2026-04-08T16:32:56.368+05:30,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),"12.9990822, 77.5271565",12.9990822,77.5271565,,,,no,,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719176162/attachments/attGgtwzBdRQwpnCV9uiYwYZ/,Yes,1775646057369.jpg,,,Stagnant,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1775646102487.jpg,,,Yes,Household (mostly),Dumping ,1775646140657.jpg,,Yes,Household (mostly),Dumping ,1775646163903.jpg,,Not applicable,,,,Not applicable,,,,,,,,OK,719176162,17f5d00a-a681-4aeb-8dc6-c8a89da7e053,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:17f5d00a-a681-4aeb-8dc6-c8a89da7e053,V200,,MSRIT
335,296,2026-04-08T14:50:40.986+05:30,2026-04-08T14:59:52.908+05:30,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),"13.0140262, 77.5362748",13.0140262,77.5362748,,,,no,,,Yes,1775640322913.jpg,,,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1775640429562.jpg,,,Yes,Household (mostly),Household items such as clothes and food packets,1775640521417.jpg,,Yes,Construction Debris,Roadside disposal and construction waste,1775640563907.jpg,,No,,,,Not applicable,,,,,,,,OK,719181741,8147c295-ab01-4383-8f32-c47929ebf0e3,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:8147c295-ab01-4383-8f32-c47929ebf0e3,,V205,MSRIT
336,297,2026-04-08T15:19:55.141+05:30,2026-04-08T15:26:12.566+05:30,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),"13.0091387, 77.5352951",13.0091387,77.5352951,,,,no,,,Cannot see,,,No inlets or unauthorised connections to the SWD,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1775642027659.jpg,,,Yes,Construction Debris,Construction waste from the adjacent property is disposed into the SWD,1775642110455.jpg,,Yes,Household (mostly),Residents disposing the waste on to the roadside,1775642153012.jpg,,No,,,,Not applicable,,,,,,,,OK,719181963,089be59c-157d-4233-8f8b-78b9836f9b57,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:089be59c-157d-4233-8f8b-78b9836f9b57,,V202,MSRIT
337,298,2026-04-08T15:35:55.660+05:30,2026-04-08T15:45:26.325+05:30,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),"13.0064541, 77.5331319",13.0064541,77.5331319,,,,yes,1775642931176.heic,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719182150/attachments/attjEHkwWsNhQHyJ5oBuAYJq/,Yes,1775643207508.jpg,,Unauthorised access and Inlets are found in this SWD ,Flowing,Black or grey water,Black,Cloudy,Less odour (I am able to stand near the SWD),1775643185406.jpg,,,Yes,Household (mostly),Passerby 's discarding waste into the SWD as they walk past it,1775643275476.jpg,,No,No waste,,,,Yes,,,,Not applicable,,,,,,1775643321531.jpg,,OK,719182150,f27aa097-bdae-43bd-a768-a8aeb920a1bf,08-04-2026,no,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:f27aa097-bdae-43bd-a768-a8aeb920a1bf,V200,,MSRIT
338,299,2026-04-08T15:57:14.702+05:30,2026-04-08T16:04:04.587+05:30,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),"13.0057692, 77.5303577",13.0057692,77.5303577,,,,no,,,Yes,1775644296475.jpg,,"Unauthorised Inlets have been installed ,polluting the SWD",Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1775644361290.jpg,,,Yes,Household (mostly),Disposal of waste by residents,1775644402578.jpg,,Yes,Household (mostly),Disposal on the roadside by reaidents,1775644434088.jpg,,No,,,,Not applicable,,,,,,,,OK,719182434,d6dd77eb-9a0f-427a-b918-8bb67140b6d6,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:d6dd77eb-9a0f-427a-b918-8bb67140b6d6,,V202,MSRIT
339,300,2026-04-08T16:12:04.122+05:30,2026-04-08T16:16:39.738+05:30,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),"13.0035875, 77.5289758",13.0035875,77.5289758,,,,yes,1775645021955.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719182950/attachments/att2sbXL6bR5jVNqmrchHbvT/,Yes,1775645048779.jpg,,Both Inlets and unauthorised Inlets have been observed ,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1775645106043.jpg,,,Yes,Household (mostly),Passerbys discarding waste,1775645138302.jpg,,Yes,Construction Debris,Construction  debris,1775645190543.jpg,,No,,,,Not applicable,,,,,,,,OK,719182950,dd230d7c-13d7-46b2-8417-03cd75d54664,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:dd230d7c-13d7-46b2-8417-03cd75d54664,V200,,MSRIT
340,301,2026-04-08T16:33:09.343+05:30,2026-04-08T16:35:36.189+05:30,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),"13.0006746, 77.5279999",13.0006746,77.5279999,,,,no,,,No,,,.,Flowing,Cannot See,Cannot see,Cannot see,No Odour,,,,Cannot See,Cannot See,,,,No,No waste,.,,,Not applicable,,,,Not applicable,,,,,,,,OK,719183159,66e277ab-61ec-494b-882d-a44f1ec64dee,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:66e277ab-61ec-494b-882d-a44f1ec64dee,V200,,MSRIT
341,307,2026-04-08T15:48:10.399+05:30,2026-04-08T15:57:09.647+05:30,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),"13.0065936, 77.5330888",13.0065936,77.5330888,,,,yes,1775643712413.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719186838/attachments/attFBAJSrKbDW4QWsxm9GHM9/,No,,,No,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1775643861854.jpg,,,Yes,Household (mostly),From near by shops and building ,1775643960973.jpg,,Yes,Household (mostly),Shops,1775644009782.jpg,,Yes,,,,Not applicable,,,,,,,,OK,719186838,a0cde268-de57-445c-8c34-69f01b0a2912,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:a0cde268-de57-445c-8c34-69f01b0a2912,,V202,MSRIT
342,313,2026-04-08T16:09:15.444+05:30,2026-04-08T16:13:08.694+05:30,,,"No, I do not feel safe. I will stop the audit at this point. ",A44,Right hand side (RHS),"13.0075037, 77.5300858",13.0075037,77.5300858,,,,Cannot see,,,No,,,No,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1775644905201.jpg,,,Yes,Household (mostly),Building ,1775644950518.jpg,,Yes,Household (mostly),Public ,1775644975685.jpg,,No,,,,Not applicable,,,,,,,,OK,719186939,555a7687-bce3-400f-9861-30aea6045b52,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:555a7687-bce3-400f-9861-30aea6045b52,V200,,MSRIT
343,302,2026-04-08T15:05:36.813+05:30,2026-04-08T15:14:34.148+05:30,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),"13.0105262, 77.5362327",13.0105262,77.5362327,,,,yes,1775640735812.jpg,,Yes,1775641260010.jpg,,No,Flowing,Black or grey water,Black,Clear,Less odour (I am able to stand near the SWD),1775641260010.jpg,,,Yes,Household (mostly),Dumped by houses,1775641347638.jpg,,No,No waste,,,,Yes,,,,Not applicable,,,,,,1775641467595.jpg,,OK,719186962,0d73229b-6cc4-4d3b-a249-e030debe0349,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:0d73229b-6cc4-4d3b-a249-e030debe0349,,V205,MSRIT
344,345,2026-05-09T08:08:18.098+0530:00,2026-05-09T08:31:02.898+0530:00,,,"Yes, I feel safe to conduct the audit",A35,Right hand side (RHS),13.02920281 77.64430990 886.0960334551 31.709,13.02920281,77.6443099,886.0960335,31.709,,yes,1778295314564.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747012111/attachments/attqRkHzwQEuRYboGBZth3VK/,Yes,1778295353096.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747012111/attachments/att6eoe7xkLJSRXViDCBrufj/,Pile of earth and debris blocking the drain,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1778295449129.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747012111/attachments/attUex4PZ4uDW9zwCA77aegk/,,Yes,Mixed,Household / mixed,1778295520758.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747012111/attachments/attHaJUY63a3giXGvrhu83vW/,Yes,Commercial (mostly),Commercial,1778295624030.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747012111/attachments/attRHtyFeRPqW5KTh8sPxbAh/,No,0,1,0,Not applicable,0,0,0,0,1,1778295652401.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747012111/attachments/attib3guRjroxFqfseHGA5gf/,OK,747012111,469252dd-c402-4042-9d71-4b13faaeddab,2026-05-09T03:07:32,yes,,submitted_via_web,,vHL6Nzwtdw7jSftTZFPrMe,,uuid:469252dd-c402-4042-9d71-4b13faaeddab,H400,,Adithya
345,344,2026-05-09T08:08:20.230+05:30,2026-05-09T08:11:28.425+05:30,,,"Yes, I feel safe to conduct the audit",A35,Left hand side (LHS),,,,,,,yes,1778294380857.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036657/attachments/attQWpEmve3aqk7rXFm8vWBw/,No,1778294390513.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036657/attachments/attLddFjLpB8RFH8VM2aa5UW/,Many such small holes along the drain,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1778294434295.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036657/attachments/attBBxtw67qYQLr47RerJ7Y8/,,Yes,Mixed,"Households, shops",1778294457381.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036657/attachments/attKKFGgiqofniukTEqjuB9w/,Yes,Mixed,"Households, Construction, etc.",1778294478490.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036657/attachments/attPjPq5XZMD6WV5NU57nEst/,No,0,1,0,Not applicable,0,0,0,0,1,,,OK,747036657,cbdfd03d-2a00-4b52-bc2e-ce879a15fe10,2026-05-09T04:38:46,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:cbdfd03d-2a00-4b52-bc2e-ce879a15fe10,H400,,Adithya
346,346,2026-05-09T08:36:37.896+05:30,2026-05-09T08:41:17.896+05:30,,,"Yes, I feel safe to conduct the audit",A35,Right hand side (RHS),13.0297451 77.645247 812.7999877929688 2.712,13.0297451,77.645247,812.7999877929688,2.712,,yes,1778296087617.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036685/attachments/atttiQXTTLAN2nBvbfuWpTor/,Yes,1778296098401.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036685/attachments/attW853WjGrCieFr4WqCY6LT/,Quite a lot of encroachment in the drain buffer zone,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1778296188441.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036685/attachments/attoQpbmx7PaKFsjg7Ycoeij/,,Yes,Household (mostly),Household dumping ,1778296213806.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036685/attachments/attmqzkKeaFPrhBXmLWgb4DG/,Yes,Construction Debris,Illegal building ,1778296268640.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747036685/attachments/attBHZfmaxHLqV6bszEtMaYc/,No,0,1,0,Not applicable,0,0,0,0,1,,,OK,747036685,6c33b365-5a96-4545-9cb8-120d90014116,2026-05-09T04:38:53,yes,,submitted_via_web,,vHL6Nzwtdw7jSftTZFPrMe,,uuid:6c33b365-5a96-4545-9cb8-120d90014116,H400,,Adithya
347,347,2026-05-09T08:51:07.601+0530:00,2026-05-09T08:56:15.436+0530:00,,,"Yes, I feel safe to conduct the audit",A35,Right hand side (RHS),13.03073927 77.64571822 885.4846676655 39.423,13.03073927,77.64571822,885.4846677,39.423,,no,,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747017329/attachments/attcBabmGtgBYosNEnAKVSa3/,Yes,1778296948966.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747017329/attachments/attgC94hqBa6kLjs8QQvLqHq/,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1778297081568.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747017329/attachments/attCthbdGJPtwJkAF2MkV8A9/,,Yes,Construction Debris,,1778297113172.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747017329/attachments/attbjxqwqhco5EjP9wncuzvD/,Yes,Construction Debris,,1778297128581.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747017329/attachments/attgLhjDZWANQyMfe2RyvS67/,No,0,1,0,Murals,0,0,0,0,1,1778297163189.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/747017329/attachments/att2a9WN5QthQrj7RfZEjTmF/,OK,747017329,22827f0d-3103-4856-ab18-5c9d75021034,2026-05-09T03:30:39,yes,,submitted_via_web,,vHL6Nzwtdw7jSftTZFPrMe,,uuid:22827f0d-3103-4856-ab18-5c9d75021034,H400,,Adithya
